EDOPro_ID,Card_Name,Type,ATK,DEF,Level,Race,Attribute,Description
160019025,Dancing Lightning Bringer Spirit,Monster,1100,1200,4,4096,1,"This card's name becomes ""Lightning Bringer Spirit"" while in the Graveyard.
[REQUIREMENT]
You have 1..."
160019026,Love Ange,Monster,0,0,4,4,32,"[REQUIREMENT]
During the turn you Normal Summoned this card, pay 500 LP.
[EFFECT]
Excavate the top 4..."
160019027,I'll Love Ange,Monster,0,0,7,4,32,"You can Tribute Summon this card in Attack Position by Tributing 1 monster with 0 ATK.
[REQUIREMENT]..."
160019028,Berry Fresh Chesty,Monster,100,500,1,64,2,"[REQUIREMENT]
Send 1 other card from your hand or field to the Graveyard.
[EFFECT]
This card gains 1..."
160019029,Justiciar of the Dragon Stream,Monster,700,500,3,2,2,"[REQUIREMENT]
Shuffle 1 ""Justiciar of the Dragon Stream"" or 4 monsters from your Graveyard into the ..."
160019030,Skull Flower,Monster,1200,900,4,16,32,"[REQUIREMENT]
If you have 10 or more cards in your Deck, shuffle 3 non-Level 4 Zombie Type monsters ..."
160019031,Bolt Gryphon,Monster,1200,900,4,4096,8,"[REQUIREMENT]
If you have 10 or more cards in your Deck, send 1 Thunder Type monster from your hand ..."
160019032,Support Unit - Kumamimi,Monster,1400,0,5,32,1,"[REQUIREMENT]
None
[CONTINUOUS EFFECT]
Face-up EARTH Attribute Machine Type monsters on your field g..."
160019033,The Tricky (Rush),Monster,2000,1200,5,2,8,You can Special Summon this card from your hand face-up to your field by sending 1 other card from y...
160019034,Penumbral Soldier Lady (Rush),Monster,2100,1400,6,1,32,"[REQUIREMENT]
None
[CONTINUOUS EFFECT]
During the Battle Phase, if your opponent has a face-up LIGHT..."
160019035,Transam Assault Linac,Monster,2600,1600,7,2147483648,16,"""Transam Linac"" + 1 non-Level 7 Galaxy Type Effect Monster
[REQUIREMENT]
If this card's Level is 4 o..."
160019036,Transam Buster Linac,Monster,3500,1600,9,2147483648,16,"""Transam Linac"" + 2 Level 7 or 8 Galaxy Type Effect Monsters
[REQUIREMENT]
None
[EFFECT]
Destroy 1 f..."
160019037,Alchemicalize Orb,Monster,2200,1000,5,128,4,"1 FIRE Attribute Pyro Type monster + 1 Aqua Type or Thunder Type monster
[REQUIREMENT]
Send the top ..."
160019038,Super Graphagas Plasma Saber,Monster,3000,2500,9,4096,4,"""Chromatographagas"" + ""Sparkle the Super Assistant""
[REQUIREMENT]
None
[CONTINUOUS EFFECT]
This card..."
160019039,Volcalizing Salamandeus,Monster,3500,2500,10,128,4,"""Chemicalized Salamander"" + 1 Pyro/Aqua/Thunder Type Maximum Monster
[REQUIREMENT]
Place 3 Maximum M..."
160019040,Dicemite Gyame Double-Up Chirori,Monster,3000,2400,9,4,16,"""Dicemite Girl Chirori"" + ""Dice Key Mix""
[REQUIREMENT]
During your Main Phase that you Special Summo..."
160019041,Celeb Rose Incognito Magician,Monster,2800,2400,8,2,16,"""Celeb Rose Magician"" + ""Celeb Rose Witch""
You can Summon this card by Contact Fusion.

[REQUIREMENT..."
160019042,Roadstar Gladimagia,Monster,2900,2400,8,134217728,32,"""Sevens Road Magician"" + ""Swordsman of Roadstar""
You can Summon this card by Contact Fusion.

[REQUI..."
160019043,Dark Matter Elysium,Monster,3000,1300,8,2147483648,32,"""Voidvelg Elysium"" + ""Contact Dark Matter Voyager""
You can Summon this card by Contact Fusion.

[REQ..."
160019044,Dark Matter Transcend Dragon,Monster,3500,2500,9,2147483648,32,"""Dark Matter Dragon"" + ""Contact Dark Matter Wyvern"" + 1 Normal Monster
You can Summon this card by C..."
160019045,Dark Matter Galaxy Dragon,Monster,3500,3000,9,2147483648,32,"""Dark Matter Emperor Dragon"" + ""Contact Dark Matter Wyvern""
You can Summon this card by Contact Fusi..."
160019046,Metarion Armarostar,Monster,3100,2500,9,67108864,16,"""Imaginary Actor"" + ""Fair Flyer""
[REQUIREMENT]
Change this card's battle position.
[MULTI-CHOICE EFF..."
160019047,Elemental HERO Mariner (Rush),Monster,1400,1000,5,1,2,"""Elemental HERO Bubbleman"" + ""Elemental HERO Avian""
Must be Fusion Summoned.

[REQUIREMENT]
If you h..."
160019048,Transam Nebula Fusion,Spell,-2,-2,0,0,0,"[REQUIREMENT]
None
[EFFECT]
Send 1 Galaxy Type monster from your hand to the Graveyard. Then, you ca..."
160019049,Maximum Flare Fusion,Spell,-2,-2,0,0,0,"[REQUIREMENT]
None
[EFFECT]
Fusion Summon a FIRE Attribute monster by sending monsters from your han..."
160019050,Chemicalize Volshield,Spell,-2,-2,0,0,0,"This card's name becomes ""Chemicalize Structure Force"" while in the Graveyard.
[REQUIREMENT]
Equip t..."
160019051,Boot-Up Pulverize – Gear Crusher,Spell,-2,-2,0,0,0,"[REQUIREMENT]
Send 1 Level 4 EARTH Attribute Machine Type monster from your hand to the Graveyard.
[..."
160019052,Mobile Deployment Gear Start,Spell,-2,-2,0,0,0,"[REQUIREMENT]
Pay 1000 LP.
[EFFECT]
Add up to 2 Level 4 EARTH Attribute Machine Type Maximum Monster..."
160019053,Lily's Syringe,Spell,-2,-2,0,0,0,"[REQUIREMENT]
Your opponent has a monster on their field.
[EFFECT]
Add 1 EARTH Attribute monster wit..."
160019054,An Epic Tale of Recollected Memories,Spell,-2,-2,0,0,0,"This card is treated as a Legend Card while in the hand or Graveyard.
[REQUIREMENT]
If you have 10 o..."
160019055,Certain Death Promotion,Spell,-2,-2,0,0,0,"[REQUIREMENT]
Send 1 card from your hand and 1 face-up Zombie Type monster from your field to the Gr..."
160019056,Curse of the Rising Light,Spell,-2,-2,0,0,0,"[REQUIREMENT]
Your opponent has 1 card or less in their hand.
[EFFECT]
Change 1 monster on your oppo..."
160019057,Chemicalizer Wing,Trap,-2,-2,0,0,0,"[REQUIREMENT]
When a monster(s) on your field is destroyed by an opponent's attack or their card eff..."
160019058,Time Machine (Rush),Trap,-2,-2,0,0,0,"[REQUIREMENT]
When exactly 1 monster is destroyed by battle.
[EFFECT]
Special Summon that monster fr..."
160019059,Boot-Up Order - Gear Force (Rush),Trap,-2,-2,0,0,0,"[REQUIREMENT]
When an opponent's monster declares an attack while the only monsters on your field ar..."
160019060,Lightning Bringer Scarecrow,Trap,-2,-2,0,0,0,"[REQUIREMENT]
When an opponent's monster declares an attack, place 1 Level 4 or lower Thunder Type m..."
160019061,Fairy's Injection,Trap,-2,-2,0,0,0,"[REQUIREMENT]
When your opponent draws a card(s) during their turn, or when your opponent Normal Sum..."
160019062,Skeletal Swarm,Trap,-2,-2,0,0,0,"[REQUIREMENT]
When an opponent's monster declares an attack.
[EFFECT]
That monster loses ATK equal t..."
160019063,Treacherous Trap Hole (Rush),Trap,-2,-2,0,0,0,"[REQUIREMENT]
When your opponent Normal or Special Summons a monster while you have no Trap Cards in..."
160019064,Sixth Sense (Rush),Trap,-2,-2,0,0,0,"[REQUIREMENT]
When your opponent Normal or Special Summons a monster while you have 6 or more cards ..."
160019065,Elemental HERO Prisma (Rush),Monster,1700,1100,4,1,16,"[REQUIREMENT]
Reveal 1 Fusion Monster in your Extra Deck, and declare 1 card name listed as material..."
160019066,Elemental HERO Sky Neos,Monster,2500,2000,7,1,8,"""Elemental HERO Neos"" + ""Neo-Spacian Air Hummingbird""
You can Summon this card by Contact Fusion (Fu..."
160019122,Animal Doctor Lily,Monster,400,1500,3,32768,1,"[REQUIREMENT]
During the turn you Normal Summoned this card, pay 500 LP.
[EFFECT]
Special Summon 1 E..."
160019140,Dicemite Gyame Double-Up Chirori,Monster,3000,2400,9,4,16,"""Dicemite Girl Chirori"" + ""Dice Key Mix""
[REQUIREMENT]
During your Main Phase that you Special Summo..."
160019141,Celeb Rose Incognito Magician,Monster,2800,2400,8,2,16,"""Celeb Rose Magician"" + ""Celeb Rose Witch""
You can Summon this card by Contact Fusion.

[REQUIREMENT..."
160019154,An Epic Tale of Recollected Memories,Spell,-2,-2,0,0,0,"This card is treated as a Legend Card while in the hand or Graveyard.
[REQUIREMENT]
If you have 10 o..."
160019156,Curse of the Rising Light,Spell,-2,-2,0,0,0,"[REQUIREMENT]
Your opponent has 1 card or less in their hand.
[EFFECT]
Change 1 monster on your oppo..."
160020000,Summoned Skull (Rush),Monster,2500,1200,6,8,32,"A fiend with dark powers for confusing the enemy. Among the Fiend Type monsters, this monster boasts..."
160020001,Insect Knight (Rush),Monster,1900,1500,4,2048,1,"Of all Insect fighters, he is the paragon of the Indestructible Insect Invaders, which only the elit..."
160020002,Silver Red Pulsar,Monster,700,700,3,2147483648,16,"[REQUIREMENT]
Your opponent has a face-up Level 7 or higher monster on their field.
[EFFECT]
Special..."
160020003,Sentinel Officer,Monster,1000,500,4,2147483648,16,"[REQUIREMENT]
The only monsters in your Graveyard are Galaxy Type monsters.
[EFFECT]
Fusion Summon a..."
160020004,Chaos Coolstars,Monster,1200,200,4,2147483648,32,"[REQUIREMENT]
Send 1 LIGHT Attribute or DARK Attribute Galaxy Type monster from your hand to the Gra..."
160020005,Galactic Chaos Enforcer,Monster,1300,1300,4,2147483648,16,"[REQUIREMENT]
Place 2 LIGHT Attribute and/or DARK Attribute Galaxy Type monsters from your Graveyard..."
160020006,Vortex Chaos Shooter,Monster,1400,1000,4,2147483648,16,"[REQUIREMENT]
Place 2 LIGHT Attribute and/or DARK Attribute Galaxy Type monsters from your Graveyard..."
160020007,Variable Stellarizer,Monster,2400,0,7,2147483648,16,"[REQUIREMENT]
Reveal 1 Level 9 Galaxy Type Fusion Monster in your Extra Deck, and declare 1 card nam..."
160020008,Galactica Oblivion Ark,Monster,2500,2500,7,2147483648,16,"[REQUIREMENT]
Shuffle 2 Normal Monsters from your Graveyard into the Deck.
[EFFECT]
This card cannot..."
160020009,Voidvelg Universtella,Monster,100,100,1,2147483648,32,"[REQUIREMENT]
Shuffle 3 DARK Attribute Galaxy Type monsters from your Graveyard into the Deck.
[EFFE..."
160020010,Voidvelg Hetairoi,Monster,0,1300,3,2147483648,32,"[REQUIREMENT]
If you have another face-up Galaxy Type monster on your field during the turn you Norm..."
160020011,Space Folnir,Monster,1200,0,4,16777216,32,"[REQUIREMENT]
None
[CONTINUOUS EFFECT]
This card gains ATK equal to [the number of face-up Fusion Mo..."
160020012,Evasive Chaos Ninsect Rosary Cicada,Monster,0,400,1,2048,32,"[REQUIREMENT]
None
[CONTINUOUS EFFECT]
Your DARK Attribute Insect Type monsters with a Continuous Ef..."
160020013,Evasive Chaos Ninsect Labyrinth Spider,Monster,600,400,2,2048,32,"[REQUIREMENT]
None
[CONTINUOUS EFFECT]
If your opponent attacks a face-up monster while the only fac..."
160020014,Evasive Chaos Ninsect Sasumata Kabuto,Monster,1300,400,4,2048,32,"[REQUIREMENT]
None
[CONTINUOUS EFFECT]
If you have another face-up Insect Type monster on your field..."
160020015,Evasive Chaos Ninsect Bewitching Flute Ageha,Monster,2200,400,7,2048,32,"[REQUIREMENT]
None
[CONTINUOUS EFFECT]
Face-up monsters on your opponent's field become Insect Type."
160020016,Evasive Chaos Ninsect Crimson Blade Nanahoshi,Monster,2400,400,7,2048,32,"[REQUIREMENT]
None
[CONTINUOUS EFFECT]
This card gains ATK equal to [the number of face-up Insect Ty..."
160020017,Giftarist - Speedy MIX,Monster,1200,0,4,1048576,32,"This card's name becomes ""Giftarist"" while in the Graveyard.
[REQUIREMENT]
None
[EFFECT]
Send the to..."
160020018,Awakened Stegoceratops,Monster,1100,700,2,65536,1,"[REQUIREMENT]
If the only monsters in your Graveyard are Dinosaur Type monsters, pay 500 LP.
[EFFECT..."
160020019,Dynamajesty Dino Dynakaiser,Monster,2400,1700,10,65536,1,"You can Tribute Summon this card in Attack Position by Tributing 1 Dinosaur Type monster.
[REQUIREME..."
160020020,Archfiend Shaman,Monster,1000,1200,4,8,32,"[REQUIREMENT]
Send 1 DARK Attribute Fiend Type monster from your hand to the Graveyard.
[EFFECT]
Dra..."
160020021,Archfiend Messenger,Monster,1300,1200,4,8,32,"[REQUIREMENT]
You have ""Summoned Skull"" face-up on your field.
[EFFECT]
Destroy 1 face-down card on ..."
160020022,Archfiend Spear Soldier,Monster,1800,1200,6,8,32,"[REQUIREMENT]
You have ""Summoned Skull"" face-up on your field during the turn you Normal Summoned th..."
160020023,Skull Archfiend of Confusion,Monster,2500,1200,7,8,32,"This card's name becomes ""Summoned Skull"" while in the hand or Graveyard.
[REQUIREMENT]
Send 1 DARK ..."
160020024,Card Defender,Monster,400,400,3,1,1,"[REQUIREMENT]
None
[CONTINUOUS EFFECT]
During your opponent's turn, Spell/Trap Cards on your field c..."
160020025,Spare Gadget,Monster,1300,1100,4,32,1,"[REQUIREMENT]
Send 1 card from your hand to the Graveyard.
[EFFECT]
This card gains 800 ATK until th..."
160020026,Animagica Trader,Monster,1000,200,3,16384,16,"[REQUIREMENT]
During your Main Phase that you Normal or Special Summoned this card.
[EFFECT]
Add 1 ""..."
160020027,Animagica Gardna,Monster,1000,500,3,16384,16,"[REQUIREMENT]
During your Main Phase that you Normal or Special Summoned this card, send 1 card from..."
160020028,Animagica Sorcerer,Monster,1000,900,4,16384,16,"[REQUIREMENT]
None
[CONTINUOUS EFFECT]
Face-up Beast Type monsters on your field gain 400 ATK/DEF, a..."
160020029,Animagica Knight,Monster,1200,900,4,16384,16,"[REQUIREMENT]
None
[CONTINUOUS EFFECT]
Face-up Beast Type monsters on your field cannot be destroyed..."
160020030,Animagica Double Saber,Monster,1300,900,4,16384,16,"[REQUIREMENT]
None
[CONTINUOUS EFFECT]
When you Normal or Special Summon a Beast Type monster face-u..."
160020031,Animagica Whip,Monster,2000,2500,7,16384,16,"You can Tribute Summon this card in Attack Position by Tributing 1 LIGHT Attribute monster.
[REQUIRE..."
160020032,Animagica Shooter,Monster,2500,1500,7,16384,16,"You can Tribute Summon this card in Attack Position by Tributing 1 LIGHT Attribute monster.
[REQUIRE..."
160020033,Delirium Polynea,Monster,800,1200,2,2048,16,"[REQUIREMENT]
If you have another face-up LIGHT Attribute Insect Type monster on your field, change ..."
160020034,Delirium Rosalia,Monster,2500,1200,7,2048,16,"[REQUIREMENT]
If you have 10 or more cards in your Deck, send 1 card from your hand to the Graveyard..."
160020035,Dead Line the Mad Fiend of Despair,Monster,700,1200,3,8,32,"[REQUIREMENT]
Send this face-up card from your field to the Graveyard during the turn you Normal Sum..."
160020036,Aise the Snowmaiden of Sacred Splendor,Monster,1000,1000,3,2,2,"[REQUIREMENT]
During the turn you Normal Summoned this card.
[EFFECT]
Special Summon 1 Warrior Type ..."
160020037,Balloon Bahtia,Monster,1000,500,4,16384,16,"[REQUIREMENT]
During a turn you have not Special Summoned a monster.
[EFFECT]
Send the top 2 cards o..."
160020038,Mulliness Power Beetle,Monster,1100,400,4,2048,32,"[REQUIREMENT]
You have 4 or more DARK Attribute Insect Type monsters in your Graveyard.
[EFFECT]
Spe..."
160020039,Cocoon King Beetle,Monster,1200,400,4,2048,32,"[REQUIREMENT]
If you have 10 or more cards in your Deck, send 1 DARK Attribute Insect Type monster f..."
160020040,Bazoo the Soul-Eater,Monster,1600,900,4,16384,1,"[REQUIREMENT]
Place up to 3 monsters from your Graveyard on the bottom of the Deck in any order.
[EF..."
160020041,Chaos Sentinel,Monster,2600,0,9,2147483648,16,"1 monster with 1500 or more ATK + 1 monster with 1500 or less ATK
Must be Special Summoned by the ef..."
160020042,Galactica Lost Oblivion,Monster,3300,2500,9,2147483648,16,"""Galactica Oblivion"" + 1 Level 7 or 8 Galaxy Type monster
[REQUIREMENT]
Shuffle 1 Normal Monster fro..."
160020043,Galactica Chaos Oblivion,Monster,3500,2500,9,2147483648,16,"""Galactica Oblivion"" + ""Voidvelg Requiem""
[REQUIREMENT]
None
[CONTINUOUS EFFECT]
This card cannot be..."
160020044,Voidvelg Forbidden Requiem,Monster,3000,1600,9,2147483648,32,"""Voidvelg Requiem"" + ""Voidvelg Palerider""
You can Summon this card by Contact Fusion.

[REQUIREMENT]..."
160020045,Dicemite Gyame Fire Laps,Monster,3000,2700,9,4,16,"""Dicemite Girl Laps"" + ""Dice Key Mix""
[REQUIREMENT]
Send the top 2 cards of your Deck to the Graveya..."
160020046,Wheatcloth Demeter Hotpot,Monster,3000,2500,9,16777216,4,"""Wheatcloth Demeter"" + ""Cybersepice Hotpot""
[REQUIREMENT]
None
[CONTINUOUS EFFECT]
This card cannot ..."
160020047,Whispurring Fairy,Monster,2000,1400,6,2,8,"""Whispering Fairy"" + 1 Level 4 or lower EARTH Attribute monster
You can Summon this card by Contact ..."
160020048,Archfiend's Manifestation (Rush),Monster,2500,1200,6,8,32,"""Summoned Skull"" + 1 DARK Attribute monster
[REQUIREMENT]
None
[CONTINUOUS EFFECT]
This card's name ..."
160020049,Beta the Magnet Cavalry,Monster,2000,2100,7,256,1,"""Beta The Magnet Warrior"" + 1 Level 4 or lower Rock Type monster
[REQUIREMENT]
Send the top 2 cards ..."
160020050,Pliage the Stylish Sacred Shooting Star,Monster,1700,2500,5,1048576,16,"""Pliage the Sacred Shooting Star"" + 1 Normal Monster
[REQUIREMENT]
Send the top card of your Deck to..."
160020051,Galaxy Chaos Fusion,Spell,-2,-2,0,0,0,"[REQUIREMENT]
None
[EFFECT]
Fusion Summon a Level 9 Galaxy Type monster by sending 1 LIGHT Attribute..."
160020052,Void Dust Fusion,Spell,-2,-2,0,0,0,"[REQUIREMENT]
Shuffle 1 DARK Attribute Galaxy Type Normal Monster from your Graveyard into the Deck...."
160020053,Evasive Chaos Ninjutsu Art of I Want You,Spell,-2,-2,0,0,0,"[REQUIREMENT]
Send 1 Normal Monster or 1 Level 4 or lower Insect Type monster from your hand to the ..."
160020054,Evasive Chaos Ninjutsu Art of Goshinichu,Spell,-2,-2,0,0,0,"[REQUIREMENT]
Send 1 Insect Type monster from your hand to the Graveyard.
[EFFECT]
Excavate the top ..."
160020055,Offering to the Archfiend,Spell,-2,-2,0,0,0,"[REQUIREMENT]
Place 2 Fiend Type monsters from your Graveyard on the bottom of the Deck in any order..."
160020056,Animagica Coin,Spell,-2,-2,0,0,0,"[REQUIREMENT]
None
[EFFECT]
Send 1 monster from your field to the Graveyard. Then, you can add 1 Lev..."
160020057,Animagica Shield,Spell,-2,-2,0,0,0,"[REQUIREMENT]
Equip this card to 1 face-up LIGHT Attribute Beast Type monster on your field.
[EFFECT..."
160020058,Quixotic Love,Spell,-2,-2,0,0,0,"[REQUIREMENT]
Send 1 face-up Insect Type monster from your field to the Graveyard.
[EFFECT]
Draw 2 c..."
160020059,Tail Swipe (Rush),Spell,-2,-2,0,0,0,"[REQUIREMENT]
None
[EFFECT]
Choose 1 face-up Level 5 or higher Dinosaur Type monster on your field. ..."
160020060,Requiem Strike Back,Trap,-2,-2,0,0,0,"[REQUIREMENT]
When an opponent's monster declares an attack targeting your face-up ""Voidvelg Requiem..."
160020061,New Start,Trap,-2,-2,0,0,0,"[REQUIREMENT]
When your opponent Normal Summons a monster, place 1 Level 7 monster or 1 ""Secret Orde..."
160020062,Archfiend's Thunder Bolt,Trap,-2,-2,0,0,0,"[REQUIREMENT]
When your opponent Normal Summons a monster while you have a face-up Level 6 or higher..."
160020063,Animagica Majesty,Trap,-2,-2,0,0,0,"[REQUIREMENT]
When your opponent Normal or Special Summons a monster.
[EFFECT]
Choose 1 face-up LIGH..."
160020064,Bone Spine Whip,Trap,-2,-2,0,0,0,"[REQUIREMENT]
When your opponent Normal or Special Summons a monster.
[EFFECT]
Select 1 Level 5 or l..."
160020065,Elemental HERO Voltic Wingman,Monster,2000,1600,5,1,16,"""Elemental HERO Sparkman"" + ""Elemental HERO Avian""
Must be Fusion Summoned.

[REQUIREMENT]
During yo..."
160020066,Miracle Contact (Rush),Spell,-2,-2,0,0,0,"[REQUIREMENT]
None
[EFFECT]
Fusion Summon a monster that lists ""Elemental HERO Neos"" as material by ..."
160020107,Variable Stellarizer,Monster,2400,0,7,2147483648,16,"[REQUIREMENT]
Reveal 1 Level 9 Galaxy Type Fusion Monster in your Extra Deck, and declare 1 card nam..."
160020128,Animagica Sorcerer,Monster,1000,900,4,16384,16,"[REQUIREMENT]
None
[CONTINUOUS EFFECT]
Face-up Beast Type monsters on your field gain 400 ATK/DEF, a..."
160020136,Aise the Snowmaiden of Sacred Splendor,Monster,1000,1000,3,2,2,"[REQUIREMENT]
During the turn you Normal Summoned this card.
[EFFECT]
Special Summon 1 Warrior Type ..."
160020145,Dicemite Gyame Fire Laps,Monster,3000,2700,9,4,16,"""Dicemite Girl Laps"" + ""Dice Key Mix""
[REQUIREMENT]
Send the top 2 cards of your Deck to the Graveya..."
160020161,New Start,Trap,-2,-2,0,0,0,"[REQUIREMENT]
When your opponent Normal Summons a monster, place 1 Level 7 monster or 1 ""Secret Orde..."
160021000,Dark Magician the Dragon Knight (Rush),Monster,3000,2500,8,8192,32,"""Dark Magician"" + 1 Dragon Type monster
This card's name becomes ""Dark Magician"" while in the Gravey..."
160021001,Himawari the Shadow Flower Eraser,Monster,1300,1000,4,1024,1,"A member of the faction of the grass ninja who sneaks in the shadows, always watching over their lor..."
160021002,Magical Punisher,Monster,400,400,3,2,32,"[REQUIREMENT]
During the turn you Normal Summoned this card, send 1 card from your hand to the Grave..."
160021003,Dispell Archer,Monster,1000,400,3,2,32,"[REQUIREMENT]
Send the top card of your Deck to the Graveyard.
[EFFECT]
This turn, this card's name ..."
160021004,Dark Sorcerer of Destruction,Monster,1200,0,4,2,32,"[REQUIREMENT]
During the turn you Normal Summoned this card, send the top card of your Deck to the G..."
160021005,Accel Wonder Dark,Monster,1800,1700,6,2,32,"[REQUIREMENT]
Reveal 1 DARK Attribute Spellcaster Type Fusion Monster with 2100 DEF in your Extra De..."
160021006,Rebuil Drake,Monster,300,300,1,8192,32,"[REQUIREMENT]
Send this face-up card from your field to the Graveyard.
[EFFECT]
Special Summon 1 ""Bl..."
160021007,Mecha Tamabot,Monster,200,0,1,32,1,"This card's name becomes ""Tamabot"" while in the Graveyard.
[REQUIREMENT]
None
[CONTINUOUS EFFECT]
Th..."
160021008,Mamabot,Monster,800,0,3,32,1,"[REQUIREMENT]
During the turn you Normal Summoned this card.
[EFFECT]
Add 1 ""Tamabot"" from your Grav..."
160021009,Gamabot,Monster,1000,0,4,32,1,"[REQUIREMENT]
Change this Attack Position card to face-up Defense Position.
[EFFECT]
Excavate the to..."
160021010,King Tamabot,Monster,2500,0,7,32,1,"[REQUIREMENT]
Send 1 card from your hand to the Graveyard.
[EFFECT]
This turn, this card's name beco..."
160021011,Tamatank Mk-II,Monster,2500,0,7,32,1,"[REQUIREMENT]
During the turn you Normal Summoned this card, send 1 face-up ""Tamabot"" from your fiel..."
160021012,Etraynze the Sprinting Shadow Flower Ninja,Monster,2300,1000,7,1024,1,"This card's name becomes ""Etraynze the Shadow Flower Ninja"" while in the Graveyard.
[REQUIREMENT]
Se..."
160021013,Rincarnation the Shadow Flower Ninja,Monster,2300,1000,7,1024,1,"[REQUIREMENT]
None
[CONTINUOUS EFFECT]
During your opponent's turn, if you have no Spell/Trap Cards ..."
160021014,Demolition Soldier Nikka,Monster,200,800,2,8388608,4,"[REQUIREMENT]
Reveal 1 Wyrm Type monster in your hand.
[EFFECT]
Send the top 3 cards of your Deck to..."
160021015,Demolition Soldier Pokka,Monster,200,800,2,8388608,4,"[REQUIREMENT]
You have ""Demolition Soldier Nikka"" face-up on your field.
[EFFECT]
Send the top 3 car..."
160021016,Plasmatic Model Turtglue,Monster,800,800,4,4096,16,"[REQUIREMENT]
Send 1 card from your hand to the Graveyard.
[EFFECT]
Increase the Level of up to 2 fa..."
160021017,Plasmatic Model Bunnipper,Monster,800,800,4,4096,16,"[REQUIREMENT]
During the turn you Normal Summoned this card.
[EFFECT]
Add 1 ""Plasmatic Model Turtglu..."
160021018,Plasmatic Model Sonic Horse,Monster,1000,800,4,4096,16,"[REQUIREMENT]
Send this face-up card from your field to the Graveyard.
[EFFECT]
Add 1 ""Plasmatic Mod..."
160021019,Plasmatic Model Smart Owl,Monster,1000,800,4,4096,16,"[REQUIREMENT]
During the turn you Normal Summoned this card, shuffle 2 Level 4 Thunder Type monsters..."
160021020,Plasmatic Model Universe Glider,Monster,1000,800,4,4096,16,"[REQUIREMENT]
During the turn you Normal Summoned this card.
[EFFECT]
Send the top 2 cards of your D..."
160021021,Plasmatic Model Lenoir,Monster,1300,800,4,4096,16,"[REQUIREMENT]
During the turn you Normal Summoned this card, send 1 card from your hand to the Grave..."
160021022,Plasmatic Model Lystella,Monster,1300,800,4,4096,16,"[REQUIREMENT]
Send 1 other monster from your field to the Graveyard.
[EFFECT]
Destroy 1 Spell/Trap C..."
160021023,Plasmatic Model Blau,Monster,1300,800,4,4096,16,"[REQUIREMENT]
Return 1 Thunder Type Ritual Monster with 1600 DEF from your Graveyard to the Extra De..."
160021024,Magnet Speeder,Monster,1100,0,4,256,1,"[REQUIREMENT]
Place 1 card from your hand on the bottom of the Deck.
[EFFECT]
Add 1 Rock Type monste..."
160021025,Dedicated Curse of Dragon,Monster,2000,1500,5,8192,32,"This card's name becomes ""Curse of Dragon"" while in the Graveyard.
[REQUIREMENT]
During your Main Ph..."
160021026,Dedicated Protorion,Monster,2500,2100,8,256,1,"[REQUIREMENT]
During your Main Phase that you Normal or Special Summoned this card.
[EFFECT]
Send th..."
160021027,Mormolith (Rush),Monster,1000,900,4,256,1,"[REQUIREMENT]
None
[EFFECT]
Choose 1 face-up EARTH Attribute monster on your field. Destroy that mon..."
160021028,Rurigra the Eternal,Monster,800,1200,2,2,1,"[REQUIREMENT]
During the turn you Normal Summoned this card.
[EFFECT]
Place 1 card from your opponen..."
160021029,Bomber Juggler,Monster,1000,200,3,2,4,"[REQUIREMENT]
During the turn you Normal Summoned this card, send 1 face-up Ritual Monster from your..."
160021030,Magical Warrior of Heritage,Monster,1000,600,4,1,1,"[REQUIREMENT]
Shuffle 2 monsters from your Graveyard into the Deck.
[EFFECT]
Choose 1 Warrior or Spe..."
160021031,Einvy the Irreverent,Monster,1000,1000,4,1024,1,"[REQUIREMENT]
Shuffle 2 monsters from your Graveyard into the Deck.
[EFFECT]
Change 1 Attack Positio..."
160021032,Road Apostle Slinger,Monster,2400,2100,9,2,32,"""Spell Archer"" + 1 DARK Attribute Spellcaster Type monster
[REQUIREMENT]
During your Main Phase that..."
160021033,Road Apostle Magus,Monster,2600,2100,9,2,32,"""Dark Sorcerer"" + 1 DARK Attribute Spellcaster Type monster
[REQUIREMENT]
None
[CONTINUOUS EFFECT]
F..."
160021034,Majesty of the Sevens Road,Monster,3500,2100,9,2,32,"""Master of the Sevens Road"" + ""Sevens Road Enchanter""
[REQUIREMENT]
None
[EFFECT]
Destroy 1 card on ..."
160021035,Wicked Dragon Knight of Darkness,Monster,2900,1100,9,268435456,32,"""Dragon Knight of Darkness"" + ""Wicked Dragon of Darkness""
[REQUIREMENT]
Pay 500 LP.
[MULTI-CHOICE EF..."
160021036,Lightwave Grand Dragon,Monster,2800,2000,9,8192,16,"""Lightwave Dragon"" + ""Booster Wyvern""
[REQUIREMENT]
None
[EFFECT]
Send the top 4 cards of your Deck ..."
160021037,Violet-Scale Enhanced Blast Dragon,Monster,3500,2000,10,8192,16,"""Blue-Fang Burst Dragon"" + ""Red-Boot Boost Dragon""
[REQUIREMENT]
None
[CONTINUOUS EFFECT]
During you..."
160021038,Tamabot Boost Dragon,Monster,2400,2400,7,8192,1,"""Red-Boot Boost Dragon"" + ""Tamabot""
[REQUIREMENT]
Send the top card of your Deck to the Graveyard.
[..."
160021039,Tamabot King Golem,Monster,3000,3000,9,32,1,"""Tamabot"" + ""Tamabot"" + ""Tamabot""
[REQUIREMENT]
Place 1 ""Tamabot"" from your Graveyard on top of the ..."
